Car_ReferenceID,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
2380,Porsche,Cayenne,2017,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,14,1715,116500
2381,Porsche,Cayenne,2017,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,18,1715,59600
2382,Porsche,Cayenne,2017,premium unleaded (required),440,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,23,16,1715,97200
2383,Porsche,Cayenne,2017,premium unleaded (required),570,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,21,14,1715,159600
2384,Porsche,Cayenne,2017,premium unleaded (required),420,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,1715,76200
2385,Porsche,Cayman S,2006,premium unleaded (required),295,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,18,1715,58900
2386,Porsche,Cayman,2014,premium unleaded (required),275,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,20,1715,52600
2387,Porsche,Cayman,2014,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,20,1715,63800
2388,Porsche,Cayman,2015,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,20,1715,63800
2389,Porsche,Cayman,2015,premium unleaded (required),340,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,19,1715,75200
2390,Porsche,Cayman,2015,premium unleaded (required),275,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,20,1715,52600
2391,Porsche,Cayman,2016,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,20,1715,64100
2392,Porsche,Cayman,2016,premium unleaded (required),340,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,19,1715,75200
2393,Porsche,Cayman,2016,premium unleaded (required),275,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,20,1715,52600
2394,Volkswagen,CC,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,34275
2395,Volkswagen,CC,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,34095
2396,Volkswagen,CC,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,32995
2397,Volkswagen,CC,2015,premium unleaded (recommended),280,6,AUTOMATED_MANUAL,all wheel drive,4,Performance,Midsize,Sedan,25,17,873,43575
2398,Volkswagen,CC,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,32995
2399,Volkswagen,CC,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,38085
2400,Volkswagen,CC,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,35375
2401,Volkswagen,CC,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,35375
2402,Volkswagen,CC,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,38085
2403,Volkswagen,CC,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,34095
2404,Volkswagen,CC,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,34275
2405,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,32670
2406,Volkswagen,CC,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,34655
2407,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,35755
2408,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2409,Volkswagen,CC,2016,premium unleaded (recommended),280,6,AUTOMATED_MANUAL,all wheel drive,4,Performance,Midsize,Sedan,25,17,873,44355
2410,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2411,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2412,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,34475
2413,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,34475
2414,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2415,Volkswagen,CC,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,31570
2416,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,32670
2417,Volkswagen,CC,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,34655
2418,Volkswagen,CC,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,31570
2419,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,35755
2420,Volkswagen,CC,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2421,Volkswagen,CC,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2422,Volkswagen,CC,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,34475
2423,Volkswagen,CC,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2424,Volkswagen,CC,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
2425,Volkswagen,CC,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,34475
2426,Chevrolet,Celebrity,1990,regular unleaded,135,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,27,17,1385,2000
2427,Chevrolet,Celebrity,1990,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,29,20,1385,2000
2428,Toyota,Celica,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,18140
2429,Toyota,Celica,2003,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,29,20,2031,22005
2430,Toyota,Celica,2003,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,27,20,2031,22705
2431,Toyota,Celica,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,17340
2432,Toyota,Celica,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,19535
2433,Toyota,Celica,2004,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,22935
2434,Toyota,Celica,2004,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,24810
2435,Toyota,Celica,2004,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,22235
2436,Toyota,Celica,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,18370
2437,Toyota,Celica,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,17570
2438,Toyota,Celica,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,20335
2439,Toyota,Celica,2004,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,24110
2440,Toyota,Celica,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,17670
2441,Toyota,Celica,2005,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,22335
2442,Toyota,Celica,2005,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,23035
2443,Toyota,Celica,2005,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,18470
2444,Buick,Century,2003,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,18,155,21235
2445,Buick,Century,2004,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,18,155,21815
2446,Buick,Century,2005,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,18,155,22040
2447,Dodge,Challenger,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Performance,Large,Coupe,23,15,1851,31995
2448,Dodge,Challenger,2015,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42595
2449,Dodge,Challenger,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Performance,Large,Coupe,23,15,1851,35795
2450,Dodge,Challenger,2015,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995
2451,Dodge,Challenger,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Performance,Large,Coupe,30,19,1851,29995
2452,Dodge,Challenger,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Performance,Large,Coupe,23,15,1851,38795
2453,Dodge,Challenger,2015,premium unleaded (recommended),707,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,22,13,1851,58295
2454,Dodge,Challenger,2015,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,45695
2455,Dodge,Challenger,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Performance,Large,Coupe,23,15,1851,34995
2456,Dodge,Challenger,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Performance,Large,Coupe,30,19,1851,26995
2457,Dodge,Challenger,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,31995
2458,Dodge,Challenger,2016,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,49195
2459,Dodge,Challenger,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Performance,Large,Coupe,30,19,1851,29995
2460,Dodge,Challenger,2016,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995
2461,Dodge,Challenger,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,34995
2462,Dodge,Challenger,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,38995
2463,Dodge,Challenger,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Performance,Large,Coupe,30,19,1851,26995
2464,Dodge,Challenger,2016,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,21,13,1851,65945
2465,Dodge,Challenger,2016,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42795
2466,Dodge,Challenger,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,35995
2467,Dodge,Challenger,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,35890
2468,Dodge,Challenger,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995
2469,Dodge,Challenger,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,49195
2470,Dodge,Challenger,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,36890
2471,Dodge,Challenger,2017,premium unleaded (recommended),707,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,21,13,1851,62495
2472,Dodge,Challenger,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,32890
2473,Dodge,Challenger,2017,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Performance,Large,Coupe,30,19,1851,26995
2474,Dodge,Challenger,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,39890
2475,Dodge,Challenger,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42795
2476,Dodge,Challenger,2017,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Performance,Large,Coupe,30,19,1851,29995
2477,Dodge,Challenger,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,43995
2478,Dodge,Challenger,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,37390
2479,Dodge,Challenger,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,40140
2480,Dodge,Charger,2015,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,47995
2481,Dodge,Charger,2015,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,15,1851,39995
2482,Dodge,Charger,2015,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,62295
2483,Dodge,Charger,2015,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,16,1851,33595
2484,Dodge,Charger,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1851,27995
2485,Dodge,Charger,2015,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,16,1851,36595
2486,Dodge,Charger,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1851,32995
2487,Dodge,Charger,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1851,30995
2488,Dodge,Charger,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1851,29995
2489,Dodge,Charger,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1851,27995
2490,Dodge,Charger,2016,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,65945
2491,Dodge,Charger,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1851,29995
2492,Dodge,Charger,2016,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,15,1851,39995
2493,Dodge,Charger,2016,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,50995
2494,Dodge,Charger,2016,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,16,1851,36895
2495,Dodge,Charger,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,31,19,1851,31995
2496,Dodge,Charger,2016,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,16,1851,33895
2497,Dodge,Charger,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,31,19,1851,30245
2498,Dodge,Charger,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,30,19,1851,27995
2499,Dodge,Charger,2017,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,16,1851,34790
2500,Dodge,Charger,2017,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,51145
2501,Dodge,Charger,2017,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,65945
2502,Dodge,Charger,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1851,30245
2503,Dodge,Charger,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1851,29995
2504,Dodge,Charger,2017,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,16,1851,39890
2505,Dodge,Charger,2017,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,15,1851,44995
2506,Dodge,Charger,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1851,31995
2507,Dodge,Charger,2017,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,15,1851,39995
2508,Chevrolet,Chevy Van,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
2509,Chevrolet,Chevy Van,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
2510,Chevrolet,Chevy Van,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,17,14,1385,2000
2511,Chevrolet,Chevy Van,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,17,14,1385,2000
2512,Chevrolet,Chevy Van,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
2513,Chevrolet,Chevy Van,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
2514,Chevrolet,Chevy Van,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,18,13,1385,2050
2515,Chevrolet,Chevy Van,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,18,13,1385,2052
2516,Chevrolet,Chevy Van,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,18,13,1385,2116
2517,Oldsmobile,Ciera,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,26,17,26,2000
2518,Oldsmobile,Ciera,1996,regular unleaded,120,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,21,26,2000
2519,Oldsmobile,Ciera,1996,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,26,18,26,2000
2520,Chrysler,Cirrus,1998,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,17,1013,2107
2521,Chrysler,Cirrus,1999,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,17,1013,2202
2522,Chrysler,Cirrus,2000,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,16,1013,2373
2523,Chevrolet,City Express,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,1385,23515
2524,Chevrolet,City Express,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,1385,21955
2525,Chevrolet,City Express,2016,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,1385,23515
2526,Chevrolet,City Express,2016,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,1385,21955
2527,Chevrolet,City Express,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,1385,22405
2528,Chevrolet,City Express,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,1385,23515
2529,Honda,Civic CRX,1990,regular unleaded,62,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
2530,Honda,Civic CRX,1990,regular unleaded,108,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
2531,Honda,Civic CRX,1990,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,27,2202,2000
2532,Honda,Civic CRX,1991,regular unleaded,108,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
2533,Honda,Civic CRX,1991,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,2202,2000
2534,Honda,Civic CRX,1991,regular unleaded,62,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
2535,Honda,Civic del Sol,1995,regular unleaded,102,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,30,2202,2000
2536,Honda,Civic del Sol,1995,regular unleaded,125,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,25,2202,2000
2537,Honda,Civic del Sol,1995,regular unleaded,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2033
2538,Honda,Civic del Sol,1996,regular unleaded,106,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,29,2202,2000
2539,Honda,Civic del Sol,1996,regular unleaded,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2213
2540,Honda,Civic del Sol,1996,regular unleaded,125,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,26,2202,2108
2541,Honda,Civic del Sol,1997,regular unleaded,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2410
2542,Honda,Civic del Sol,1997,regular unleaded,106,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,28,2202,2142
2543,Honda,Civic del Sol,1997,regular unleaded,127,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,26,2202,2322
2544,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,39,30,2202,24340
2545,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,31,2202,20040
2546,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,39,30,2202,19990
2547,Honda,Civic,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,24590
2548,Honda,Civic,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,Sedan,47,44,2202,27435
2549,Honda,Civic,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,23090
2550,Honda,Civic,2015,regular unleaded,143,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,36,28,2202,20390
2551,Honda,Civic,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,22890
2552,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,39,30,2202,21190
2553,Honda,Civic,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,Sedan,47,44,2202,25935
2554,Honda,Civic,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,24390
2555,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,39,30,2202,22840
2556,Honda,Civic,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23290
2557,Honda,Civic,2015,natural gas,110,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,27,2202,26740
2558,Honda,Civic,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,Sedan,47,44,2202,26235
2559,Honda,Civic,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,Sedan,47,44,2202,24735
2560,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,39,30,2202,19290
2561,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,38,29,2202,21190
2562,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,38,29,2202,24140
2563,Honda,Civic,2015,regular unleaded,143,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,36,28,2202,18290
2564,Honda,Civic,2015,regular unleaded,143,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,28,2202,18490
2565,Honda,Civic,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,24590
2566,Honda,Civic,2015,natural gas,110,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,27,2202,29390
2567,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,38,29,2202,22640
2568,Honda,Civic,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23090
2569,Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,39,30,2202,19090
2570,Honda,Civic,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,41,31,2202,26125
